Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
Bringing the dogs from the village. Hurry up. The Old Man was clear. We don't go home until she's back at Revival with the other one. Roger that.,,,,,1,,,,,,1,
No. No! You know that she's sick! What do you want me to do?,,,,,1,,,,,,1,
Why? We don't have to tell you why! I've had enough. We live in a whorehouse. She's a Jew.,,,,,1,,,,,,1,
"Lycra changes with the temperature, so I go from, like, overheating to...freezing me proverbials off. The fun with tentacles didn't end inside the diving bell, however, though no doubt Sophie wishes it had. It wasn't ideal, because it was my very first morning and to get the tentacle looking realistic and sort of gooey and gross, they got real fish guts and draped them all over the tentacle. I had to get extremely close to this tentacle and play with bits of it with my fingers, with tweezers, with all sorts of stuff, and put them in other bits of",,,,1,,,,,,1,,
"I liked her very much too' 'She followed me like a little lamb' This rowdy was blackmailing me For the past 2 years I couldn't share this with anyone, Maya",,,,,1,,,,,,1,
"I can't.It would cost too much. Get a couple of roommates A blonde and a brunette. But when mr. Roper comes over, pretend you're gay.",,,,,1,,,,,1,,
"I know I watched a black woman testify against me in court today, and look at me like I'm turning my back on my people, a people who's been shut out of restaurants, schools, shot with firehoses, lynched. Why does your boss have to look at me like I'm the one doing the lynching? I see a guy doing his job. Well, I see my brothers and my sister being tossed into a motel, because we got death threats. That's not what I signed up for when I got on this job, Antonio.",,,,,1,,,,,,1,
"Tony? Soft. Amrekyan. Never had the stomach for the rough stuff, but a magician when it comes to dirty money. How big is Marks in Vegas?",,,,,1,,,,,,1,
I will find myself.. I will find myself.. I will find myself a chick who is a permanent resident overseas. Someone who is fairer than you. At Friends'..,,,,,1,,,,,,1,
"Did you not feel the changes? Well, I took them to be the symptoms of grief. How could I have known that instead they might be... something so wonderful? Each member of the board must be severally convinced that you are a kindred spirit. Therefore, you must be, by turns, a devout Christian, a stickler for cleanliness",,,,,,1,,,,,1,
You can't do I bought us a barbecued chicken... and I'm gonna make barbecued chicken melts for dinner. I told you about 'em before. I'm gonna have hamburgers down here with the guys. You can't.,,,,,1,,,,,,1,
"Can I get over here to elaborate with him? Thank you. See, he's gonna be aiming for a target in the center of your skull, which is gonna compound the energy as it connects, which is gonna automatically scramble all the gray and white matter in your brain that controls logic, personality, social and sexual behavior. So at 110%?",,,,,1,,,,,,1,
"Kidding, eh? Who performed this black magic? Oh yes, I have done this for the growth process. You have only grown so much in two weeks? Don't you want to grow up to be like a pumpkin?",,,,,1,,,,,,1,
What little redhead? Little redhead shootin' out on the range with Edgar. It's been here awhile. A chick drove it. Where'd Edgar go?,,,,,1,,,,,,1,
"I have a new roommate. Of all people, it's Pinky, the new girl at work. She's a strange person, but it's better than waitin' around... for some fat nurse to answer the notice. On the way home I took her to Dodge City for a beer. All the guys were ridin' dirt bikes out back, so we didn't stay long.",,,,,,1,,,,,1,
"His teacher gave him a ticket to see the Bulls. I guess being black on the L disturbs some people. So what you're saying, Ms. Davis, is that your testimony in this case may in fact be prejudiced by your general dislike for the police force? Objection. Sustained.",,,,,1,,,,,,1,
"It's $ 100 a day. No, it's $50 a day. Since when? I'm savin'for one of those new microwave ovens I've been readin'about. You can cook a hot dog in three minutes.",,,,,1,,,,,,1,
"Yes. Come on, then. Darling, come on over here. Would you rather have seven dirty-ass tramps take dumps in your mouth, and all they've eaten all day is spring onions, boiled ham and raw eggs, or would you rather suck off your old man? And when I say suck him off I don't mean give him a quick jerk under the table.",,,,,1,,,,,,1,
I'm afraid you have an exaggerated idea both of my generosity and of my depravity. If I knew who'd given you such a dire account of me... Since I don't let me make a confession. I'm afraid the key to the paradox lies in a certain weakness of character. I can't see how so thoughtful an act of charity could be described as weak.,,,,1,,,,,,1,,
A dog will be yours someday. Ya ready? Oo wee ee ooh That sounds good. Very good.,,,,,1,,,,,,1,
Mm-hmm. Sometimes I think the only way I'll get any pleasure... is by leaning against the washer during the spin cycle. Does that really work?,,,,,1,,,,,,1,
"with El Puerco. Together we can save the world from this terrible disease known as Communism. Love, Billy. Billy you're going to fight a revolution?",,,,,1,,,,,,1,
"Hey-ho, pip and dandy, sir! Exactly. Can you never, ever, succeed at anything? You useless, rancid, cancerous sack of sick! I'm guessing this is a hey-ho, pip and dandy moment, sir.",,,,1,,,,,,,1,
He's Yi Feng. Master Tianfeng said Yi Feng is a girl. He has a bi-sexual identity Oh! I've told you already... you've to kill Hsiang in order to... materialise our plan.,,,,1,,,,,,1,,
Will it be entertaining? A cold Coca-Cola and a hot chick stopping a marriage. It's a long journey. A little entertainment will do me no harm. Someone serve me a cold Coke.,,,,,1,,,,,,1,
"Where is it? End of the corridor, room on your right, 104. Excuse me. You blocked my path. You Bulgallian sludge rat.  I'm sorry. It was an honest mistake.",,,,,,1,,,,,1,
"Hi, Millie. Remember me, Pinky? Sure I do. Where you been the last couple of days? I thought maybe you were sick.",,,,1,,,,,,1,,
"You were there, you did not kill him. Why on your knees? How to explain it to you.. I am a Christian. I am a layman and the violence affects me.",,,,,1,,,,,,1,
"Pigs. Hi, Tom. Hi, Edgar. Hi. I'm givin' another one of my special dinner parties tonight.",,,,,1,,,,,,1,
"You got the Racial Volunteer Force. Christian Way tried to kill her last year. That's assuming Julian's murder was politically motivated. Yeah, but either way, we gotta find this girl. There's a couple of empty desks out there.",,,,,1,,,,,,1,
"So next time we make up the average. You'll soon be the perfect GP. The director wants a report on Red Cross work. General Medicine insist we fill in their forms in colour: Preventive therapy in red, hygiene in green, other activities in blue, paperwork in black.",,,,,1,,,,,,1,
"She has, yes, repeatedly. A spell in the country might be the very thing. Thank you. You asked for hindrances. You are a genuinely wicked woman.",,,,,1,,,,,,1,
"Congratulate Christians when you meet them. Because they won the world. And it's true. It's true. We love to tell ourselves, like,",,,,1,,,,,,1,,
You flew to New York last week with Malcolm X? Visited a mosque of the Nation of Islam there? You have two black Muslim security guards in your camp and Muslim women cooking for you? Why? I don't understand.,,,,,1,,,,,,1,
She hopped into the truck like a monkey. Can't you hear me? Six..five.. four..three.. Now scratch your head with your other hand. Now show me all your teeth.,,,,,1,,,,,,1,
"Anthony, what are you doing down there? Just praying. Well, pray properly. Have you thought about your sins? I think I thought about them enough.",,,,1,,,,,,1,,
"But my mind cuts through it all Like a wrecking ball Bless me, for I have sinned. Father. Huh?",,,,,1,,,,,,1,
"We have to kill to live. If you're sick of being killed, you kill first. Nothing wrong with killing, as long as you kill the right person. Well, it seems we're out of time, gentlemen. Sheriff Campbell, is there anything you wish to say in closing?",,,,,1,,,,,1,,
"Let me go. Oh, I gotta put this up on the scoreboard... see it a little clearer. I have to go. No, I'm not a homosexual. I have to go.",,,,,1,,,,,,1,
"Roman, what are you doing? He's got the hair! You don't have to say anything. His hair turned white 'cause lightning hit him. He's been struck by lightning, how many times is it, Reg?",,,,,1,,,,,,1,
"I like the high five. High five. So I'm meeting with some teens from Out Youth, a local organization that provides a safe space for young people to get their thoughts on being LGBTQ in the South. As young Americans in the South, I'm wondering what you think are the biggest issues of your time.",,,,,1,,,,,,1,
"Didn't you hear the king? Ah, beh, beh... Cover your head! Now get in there! Come, come, Giacomo, let us be gay!",,,,,1,,,,,,1,
"The Muslim religion. A programme of independence for the black man. How many of you want to follow the Honourable Elijah Muhammad? Yes, sir! How many of you will stand up for Allah?",,,,,1,,,,,,1,
"I don't feel like getting up. Come on, it's war now. I am enjoying my retirement. You have the white one with you. Take him along.",,,,,1,,,,,,1,
"Ngo Van Dinh and her little boy. December. She worked for a pimp who put her in the lesbian shows on Vam Co Dong Street and he cheated her every day. Sergeant? You're very worldly for a nun, Sister.",,,,,1,,,,,,1,
You're like a dead pig farting. You re a theatrical Jew. Not a fucking Indian. I m a fucking Indian. Yeah?,,,,,1,,,,,,1,
No! You know that she's sick! What do you want me to do?,,,,1,,,,,,1,,
What are you blabbering? I'm not blabbering I hadn't killed this pig today today's Inspection would've been a disaster! Don't report this to the Blue Cross I'll lose my job,,,,,1,,,,,,1,
"after it's burped? It feels sick? Oh, no. It doesn't feel sick, Rimmer, it is sick. Five of our best men nearly drowned.",,,,,1,,,,,,1,
"It is a paradox that each discovery brings a new mystery. Now showing brought artifacts from the excavation at bay ... Kritsas and Delemotte explain that everything was found ... on a gravel bed that covers the entire excavation ... e que serve para dividir as zonas entre as eras. With rare exceptions, the objects recovered above the gravel ... They belong to the Byzantine period of the Christian era ... as jars with various filtering system.",,,,,1,,,,,,1,
"Well, if you're a Christian, that follows the teachings of the Bible. If you're a Christian who follows the teachings of the Bible, you shouldn't be judging anybody anyway. Garrett, it's too controversial. Controversy draws viewers, and she has a huge following. It could be a ratings bonanza.",,,,,1,,,,,,1,
And Muslim ... false profit! How you dare to be speaking ... you damn fool! Sikhs are unbelievers and infidels! Sikhs are peace-loving people,,,,,1,,,,,,1,
With no camels? No onagers? No white elephant? You've read The Odyssey,,,,1,,,,,,1,,
I hate tomatoes. Even when I have spaghetti I don't put tomato sauce on it. I just use that other white stuff. You don't like tomatoes?,,,,,1,,,,,,1,
We should be surprised only if he didn't do all this! Thank God! There should be something in this Who the hell is he? Wretched fellow!,,,,,1,,,,,,1,
All the world is bright and gay In the lilt of Irish laughter When Irish hearts are happy When Irish hearts are happy All the world is bright and gay,,,,,1,,,,,1,,
Like a wrecking ball Started down On the road to sin Playin' bass under a pseudonym The days were rough and it's all quite dim,,,,,1,,,,,,1,
"Hey, baby ? You go your way... ? Here, Mr Redmond, can you turn that heat down? I'm sweating like a blind lesbian in a fish shop. Please.",,,,,1,,,,,,1,
I saw the little redhead drive it up. What little redhead? Little redhead shootin' out on the range with Edgar. It's been here awhile. A chick drove it.,,,,,1,,,,,,1,
I'll be using fractions to teach about the inequalities transgender people face. Absolutely not. You're studying shapes. Construction paper and glue.,,,,,,1,,,,,1,
"Yes, Doctor. Why be so careful with a Chinese prisoner of war? Frank, he's a human being. They line our wounded up against a wall and hang them! But, Major Burns, there is the Christian ethic.",,,,,1,,,,,,1,
"MAD AS A HATTER. POOR FRIENDLESS LITTLE RAT. GOOD NIGHT, YOUR RAGGED HIGHNESS. GOOD NIGHT. va MASTER HENDON.",,,,,1,,,,,1,,
"You are a black Muslim? Black Muslim. It's just Muslim. We have white Muslims, brown, yellow. We have all coloured Muslims.",,,,1,,,,,,1,,
"Bless you, Father. Okay. I absolve you of your sins in the name of the Father and the Son and the Holy Spirit. Go in peace to love and serve the Lord. Thanks be to the God.",,,,,1,,,,,,1,
"Who's gonna eat my Christmas balls? How rude. You have a high voice for a lesbian. Now ladies and gentlemen, it gives me great pleasure to bring you a favorite of all us, as I present the supreme artiste of the song... Fuck the artistes, bring on the freaks.",,,,,1,,,,,,1,
These are my sins. I lied to my mom and my dad. I stole... a lot. I coveted. I said bad words.,,,,,1,,,,,1,,
"Well, 110% is not a real thing 'cause 100 is the max that you can go. Can I get over here to elaborate with him? Thank you. See, he's gonna be aiming for a target in the center of your skull, which is gonna compound the energy as it connects, which is gonna automatically scramble all the gray and white matter in your brain that controls logic, personality, social and sexual behavior.",,,,,1,,,,,,1,
"Yeah. Michael Cargill is pro-gun, pro-God, conservative, and a proud gay man. Well, today we're gonna do some shooting. Mm-hmm. We're actually gonna teach you how to shoot.",,,,,1,,,,,,1,
"Yeah, to say the least. What's he doing here? I assume he's here raising money for the cause. What's that? That was a refugee center in Manchester that Christian Way fire-bombed, and this is a Gaelic motif the white supremists have co-opted.",,,,,1,,,,,,1,
There's someone I need to kill. This virus isn't a disease. It's the best thing that's ever happened to me. I don't need a cure. I will purge Gotham and the innocents will thank me!,,,,,1,,,,,,1,
"You are a genuinely wicked woman. And you wanted a chance to make my cousin suffer. I can't resist you. I made it easy for you. But, all this is most inconvenient.",,,,,1,,,,,,1,
"It was my bisexual phase. Now I'm totally gay. No, wait a minute. I really don't remember that. I think we must've been so stoned that we imagined it, but that's all, man.",,,,1,,,,,,1,,
"My big girl. Are you... are you sick? I want you to do something for me. When I was a little girl, my mother told me about the... the time when the lands were as green as emeralds, and the oceans...",,,,,1,,,,,,1,
"President Bush said today his nomination to replace retiring Supreme Court Justice Thurgood Marshall could come in a few days, but should that person be black? A minority appointment could certainly neutralize a lot of potential opposition. Marshall warned that the emphasis on race in choosing his successor might have negative results. My dad told me way back that you can't use race.",,,,,1,,,,,,1,
"He was here. The night of the murder, Rykoff took the 7:40 flight from McCarran to LAX. That gets him in L.A. in plenty of time. Travel records and the gun guarantee his extradition to L.A. I have no doubt he'll be indicted for murder.",,,,,1,,,,,,1,
She steals glances and laughs a little. She sways like a snake. She steals glances and laughs a little. The one who laughs is the one who gets trapped. My heart is making guesses.,,,,,1,,,,,,1,
They are questioning me. Who are they? They are troubling me. I have done the pest control. There are no mosquitoes or cockroaches at home.,,,,,,1,,,,1,,
"Like what drugs the players take, how games are really fixed, the influence of the mafia. You mean the real, real truth. Exactly. We know that there are gay football players, but who do they like to do it with? And are there more homosexuals on the offense or defense?",,,,,1,,,,,,1,
"Scratch your head too. Yes, now you look like a monkey. Just staying in Australia doesn't make you smart. You become smart after you wander around and behave like a monkey. If you don't eat snacks and Manchurian at a wedding..",,,,,1,,,,,,1,
Could it have been the girl? Nah-ha. Then what was it? Must've been the bear.,,,,1,,,,,,1,,
"These guys just happened to have saved my life... and I'll spend just as much time with them as I like, thank you. Patty melt chicken? Thank you. You're welcome. Bet you hate that.",,,,,1,,,,,,1,
Wait a minute! Listen. Fire the guards and the cooks. Persuade Malcolm X to get out of town and go on radio and TV tonight and tell the American people you have no connection with the Muslims. Why?,,,,,1,,,,,,1,
She's a Jew. She works on the Sabbath. She goes with Romans on the Sabbath. She broke Moses' law. She dies.,,,,,1,,,,,,1,
"I was just talking to Leo, the guy we came with, and he confused me even more. That Leo guy stares a lot. I think he's gay. I don't know. That's the impression I got.",,,,,1,,,,,,1,
"An official request gets the blue wagons circling, and all of a sudden, the videos are magically drawn into a big black hole. Sound like you're not gonna like what we find. I don't know what the hell we'll find. But I do know I gotta get ahead of it before the big guys throw Atwater to the wolves just to keep the peace. What you need exactly?",,,,,1,,,,,,1,
"It is under the dress in the trunk. This one? No, not his one. My God! It's queer.",,,,,1,,,,,,1,
"With Muhammad Ali now out of the picture, it means that in New York, Massachusetts, Maine, Illinois Texas and Pennsylvania, Joe Frazier's now recognised as the heavyweight champion of the world. Some world. Six states. And the main reason I didn't go to Vietnam is because of my religious beliefs. My religion teaches me not to take the lives of other humans, and that is the Islamic, Muslim religion.",,,,,1,,,,,,1,
Yeah. You hadn't seen Dirty Gertie yet. Pull her bow and she'll say hello. I'm gonna go put on some music. She spit on me!,,,,,1,,,,,,1,
"Elves swept the beaches clear of the few remaining mutants that still fought... As hundreds of circling black birds... screamed at the carnage below. There was some rejoicing. But mostly, everyone wished to return home quickly... to tell their loved ones that the war was won... Hitler was dead again... and that they could live once more in peace... in the land they loved so much...",,,,,1,,,,,,1,
"King of the Jews! Jesus! Lord, I hope this is what You want. Let me die here. Please let it happen fast while I have the strength.",,,,,1,,,,,,1,
"My fields. White teeth.. White teeth can't stop smiling. So, makes sense? Really?",,,,,1,,,,,,1,
"And when you've finished doing that Bring in the dog and put out the cat Yakety yak Don't talk back Yakety yak, yakety yak",,,,,1,,,,,,1,
"Oh, I'm guessing Christian Way. Detective Flynn, I think you're right. Yeah, that way, whoever did that to your face can finish the job. And listen to me, Derek, I've seen firsthand what Christian Way do to people who cross them.",,,,,1,,,,,,1,
Mutants... leaderless... ran. Elves swept the beaches clear of the few remaining mutants that still fought... As hundreds of circling black birds... screamed at the carnage below.,,,,,1,,,,,,1,
"We have agents coming to interview you. Yes, but since the FBI reports to the White House, I thought it was important that I say what I have to say in my own words so there's no room for misunderstandings. Judge Clarence Thomas?",,,,,1,,,,,,1,
"Clarence Thomas fits my description of the best man at the right time. President Bush has moved to cement the conservative majority on the United States Supreme Court by nominating federal judge Clarence Thomas to fill the seat left vacant by the retirement of Justice Thurgood Marshall. As with Marshall, Thomas is a black man, a man born to poverty in a segregated South, a man who benefitted from the legal legacy of Justice Marshall. The more that people see and hear of Clarence Thomas, the more they will be persuaded that his brand of integrity and independence and common",,,,,1,,,,,,1,
"That's what happened. I envy transgender people, though. I do. It's a tough road, but I envy them on this level that they figured out what's going on with them, and they fixed it.",,,,,1,,,,,,1,
How do you know that? How do I know th... Star of the Body Bags movies. Eighth-degree black belt. Absolute icon in the action genre.,,,,,1,,,,,,1,
"That's the lad! Come on, you fine thing, you! Here we go! God! You lazy fat pig.",,,,,1,,,,,,1,
"I'd better go, otherwise he'll get a cob on. You're not frightened of him? Am I shite! He looks at me the wrong way, I give him a dog's life. Come on, now.",,,,1,,,,,,1,,
"You know that she's sick! What do you want me to do? Hello? Good morning, Cosima! Who are you?",,,,1,,,,,,1,,
"I know that! I won a white Bible at my church... for organ playing. So lay off! Never yell at a priest, Burns.",,,,,1,,,,,,1,
"She's young, she spoke rashly. Do not beg, Tomas. What I said was the truth. What she said profaned the holy purpose of the tribe of Sevateem. LEELA:",,,,,1,,,,,,1,
I make this hm-mm-mm-mm sound when I'm having dinner. Sounds like I'm making love. Do you ever get white stuff on the corners of your mouth?,,,,,1,,,,,,1,
Chase the pig away Madam asked me to bring the car home That isn't important First chase that pig away Why don't you trust me? I know how to deal with him,,,,,1,,,,,,1,
A chick drove it. Where'd Edgar go? He's out back shooting'. Yeah? Do some shootin' later on?,,,,,1,,,,,,1,
"God bless Mother, God bless Father, and keep them safe If you look into a mirror after midnight you'll see the devil. Oh, when Irish eyes are smiling",,,,,,1,,,,,1,
"I believe you're being sympathetic. Don't feel sorry for me. I like people around me to laugh and be gay. Oh, dear, it's getting very late. Be an angel and run my tub for me.",,,,,1,,,,,,1,
"Just because of the fight? Because I'm going to make some money? You think I'll deny the Muslim faith, which I love and accept? You think I'm going to deny Elijah Muhammad the great leader for black people of America? Deny Malcolm X?",,,,,1,,,,,,1,
"And the Evil One raised the Tower of Imelo and the Black Wall and gave them to the tribe of Tesh. How did you do that? Janis thorn. It paralyses, then kills. There's no cure.",,,,,1,,,,,,1,
I'm coming here straight from the hospital Is anyone unwell? Your school correspondent would have fallen sick Doctors have confirmed the student has consumed poison That's purely an accident,,,,,1,,,,,,1,
"And the narrative as written by the West has now become that Russia interfered in this election, to the benefit of Mr. Trump. Yes. So why, why did you bother to hack the election then? Sadly... the American Dream... is dead. Donald J. Trump is calling or a total and complete shutdown of Muslims entering the United States, until our country's representatives can figure out what the hell is going on.",,,,,1,,,,,,1,
"Frightening. The paws on this thing were immense, with big black claws, razor sharp... like Freddie Kruger. Only worse. Worse, worse. This wasn't a movie.",,,,,1,,,,,1,,
"Heard a lot about you. How'd you get tied up with such a trashy fellow as this? Just lucky, I guess. Thelma, I thought you were in love with me. Well, I am in love with you, but I just get tired of waiting in line, that's all.",,,,,1,,,,,,1,
"Bye. Thanks for the lift. See you. When Kama-Puhaa had become a young man, he was to be sacrificed on the altar of Pruna. He was tied to stakes like a pig and carried to the sacrifice altar by eight men.",,,,,1,,,,,1,,
"I love my work... and now... It has been hard. So, what about those in the gay community that you've worked with in the design and decorating industry who feel injured by your comments, or those who've purchased your products? What do you say to them? Jesus loves you.",,,,,1,,,,,1,,
"And the last war, we lost because of the Jews. We are taking care of that now. I thought it was because we kicked you in the ass. The Fuhrer is a brilliant man, but he's not known to be compromising. I'm concerned what he'll do after victory.",,,,,1,,,,,,1,
"It is a... privileged position we find ourselves in. Working with the vulnerable, the needy. Undoubtedly. I understand that you were acquaintances with a known homosexual. Befriending those whom society rejects is at the heart of Christ's mission.",,,,,1,,,,,,1,
"For example, there's no difference between a white snake and a black snake. They'll both bite. This is a special report. We are told the president is going to announce his nominee to the Supreme Court. Well, I am very pleased to announce that I will nominate Judge Clarence Thomas to serve as Associate Justice of the United States Supreme Court.",,,,,1,,,,,,1,
Bring in the dog and put out the cat Yakety yak Don't talk back You just put on your coat and hat And walk yourself to the laundromat,,,,,1,,,,,,1,
"Mommy. Mommy, wake up! Ugh! Mommy!",,,,,1,,,,,,1,
"I tell them that there are many religions in the world, and they're all equal. But the Christians are the main one. That's what I tell them. The Christians won. They're the winners.",,,,,1,,,,,,1,
"Fuck you and your journey. I don't give a shit now. Hooray for transgender, but fuck you, because you're just an asshole. Who became a cunt.",,,,,1,,,,,,1,
"Well, i told him that Jack was a decent, respectable, hard-working young man. And that did it? Not quite-i also told him that you were gay. Three's company was videotaped in front of a studio audience.",,,,,1,,,,,1,,
"Mummy! Cooper, what the hell is going on out here? Could it have been the girl?",,,,,1,,,,,,1,
"GO ON, OF IT! Tradesman: TRY MY FAT CHICKENS AND DUCKS.",,,,,1,,,,,,1,
Yeah. It's a sand painting' with bullet holes. Want a cigarette? Yeah. You hadn't seen Dirty Gertie yet.,,,,,1,,,,,,1,
"I'm terrified of rats. DAD: No cellar, no dance. Can I go to the dance, Dad? Thanks.",,,,,1,,,,,,1,
"What are your sins? I can't think of any. Are you trying to tell me that you haven't even dishonored your mom or your dad in the last two months? I don't see my dad enough to dishonor him. Well, must've lied to them?",,,,,1,,,,,,1,
"Does Islam ask you to insult women? I am a Muslim. So is the scared woman inside I will get the mobile from her. Open the door, dear.",,,,,1,,,,,,1,
I'm sick of being good. I shouldn't smoke. I'm finally getting rid of these stupid clogs! And this flower. It's so vulgar!,,,,,1,,,,,,1,
I can't understand how someone whose instincts are so generous... could lead such a dissolute life. I'm afraid you have an exaggerated idea... both of my generosity and of my depravity. If I knew who'd given you such a dire account of me... Since I don't... let me make a confession. I'm afraid the key to the paradox lies in a certain weakness of character.,,,,,1,,,,,,1,
"proud Christian... Mm-hmm. But also, everyone. Oh, everyone. It's been years in the making.",,,,,1,,,,,,1,
"Well, there's a miniscule, albeit highly unlikely, chance that your car accident was a result of my father trying to send me a message. Lucifer, it was a freak accident. A dog ran into the middle of the road. You had nothing to do with it. Right.",,,,,1,,,,,,1,
Alongside Atwater. Tell me again why you can't go through proper channels. the videos are magically drawn into a big black hole. Sound like you're not gonna like what we find. I don't know what the hell we'll find. But I do know I gotta get ahead of it before the big guys throw Atwater to the wolves just to keep the peace.,,,,,1,,,,,,1,
"Does that really work? Have you ever seen whiter whites? When do you go back to Chicago? Um, three days. You know, I've never had a boyfriend for longer than two weeks.",,,,,1,,,,,,1,
"My eldest stepson is now my nephew. My only real son talks to a puppet. My wife sees flying babies. And my other stepson used to be gay, pft, now he's an old Jewish guy. I gotta get outta here.",,,,,1,,,,,,1,
"Or this dirt dredged up and these lies displayed in this manner? This is a circus. It's a national disgrace. And from my standpoint... as a black American, as far as I'm concerned, it's a hi-tech lynching... for uppity blacks who in any way deign to think for themselves... do for themselves... to have different ideas. And it is a message that unless you kowtow to the old order... this is what will happen to you.",,,,,1,,,,,1,,
"You're a Jew killing Jews! You're a coward! How will you ever pay for your sins? With my life, Judas. I don't have anything else.",,,,,1,,,,,,1,
"DYING IS TIRING To work, you wretches! Just look at the wealthy! Yacumin, they still don't call you a salami? Your mother's sausage, you fucking queer!",,,,1,,,,,,1,,
"She's sick. Where's the present? What? Oh, never mind. I got it.",,,,1,,,,,,1,,
"And do you know what happened to the poor brave men who had the misfortune to get in the way of that burp? They went... phoar! It took out the entire platoon hurling them 20 feet across the cargo bay wall. I hope this one, small dinosaur incident won't tarnish an otherwise flawless service record, sir. Do you know what happens when a dinosaur eats cow vindaloo, two and a half tons of mint-choc ice cream followed by 400 crates of orange ice-pops and swills it all down with 2,000 gallons of a popular fizzy drink",,,,,1,,,,,,1,
Wonder where she is today. We don't like the twins. You'll learn about them soon enough. Hope she's not sick. I sure do miss her.,,,,,1,,,,,,1,
Dear Sisters! We are approaching a check point. Please cover your heads. Iraq is a Muslim country. Go on.,,,,,1,,,,,,1,
"That area has all their extremely dangerous leaders. To them, all of you are Muslim women of faith. If they find out there are non-Muslims among You, no one may be able to escape. They should have no suspicion. You should teach everyone to pray.",,,,,1,,,,,,1,
"I thought maybe you were sick. No, my roommate moved in with her boyfriend. I had to help 'em. All the way to Riverside. Oh.",,,,,1,,,,,,1,
"Afterwards, a cup of tea. Nothing else to report. Oh yes, sir, there is. You wanted to know what she was reading. The book by her bed is Christian Thoughts...",,,,,1,,,,,,1,
"Well, go get in the confessional, then. Be quick, 'cause we have to go. Skip some sins if you have to. He'll get the point. Look out, boys",,,,,1,,,,,,1,
Did you back the winner? The donkeys I do? It had three legs. It's probably still running. ... was All Serene ...,,,,,1,,,,,,1,
"Remember me, Pinky? Sure I do. Where you been the last couple of days? I thought maybe you were sick. No, my roommate moved in with her boyfriend.",,,,,1,,,,,,1,
"Oh, winds of abysses howling through the stars... and eons of centuries. O Lords of the Whirlwind, black, gray and white... I call upon you.",,,,,1,,,,,,1,
"How is that not a win for the Christians? How is that not a complete win? That's not a Monday off in October. That's,",,,,,1,,,,,,1,
"We'll do it here. We'll set it up, put black around it and get someone to shake the car, as it were. Cabin crew, prepare for landing. Request for landing line.",,,,,1,,,,,,1,
She's in a coma. All we can do now is wait and see. Y.R. Named her Pinky. Why doesn't she wake up? She's sick.,,,,,1,,,,,,1,
You animal! You slut! I love doing that.,,,,,1,,,,,,1,
"So aggressive. I'm definitely gay. Okay, my turn! Shit! Holy shit.",,,,1,,,,,,1,,
"Norah! Hey, Norah! All right, Moggie? How are you? Can I have two halves of shandy, a Matise, a Double Diamond, a pale ale and lime, er, a Black Tan, a pint of mix, a rum and pep, a rum and blackcurrant, and a Guinness?",,,,,1,,,,,,1,
"I think I'll have the... chicken-fried steak with gravy. You know the Breck girl? Well, they're havin' a contest to find a new one... and I'm gonna send my best picture in. Hi.",,,,,1,,,,,,1,
"But on behalf of all Muslims... That's what I do - as a Muslim, we talk on behalf of all of us. And there is 1.6 billion of us and I've spoken to them all before we came on tonight. We're not very happy because he's not a proper Muslim. No beard.",,,,,1,,,,,,1,
"HIS WICKED BROTHER HUGH, HAVING AGREED TO A DIVORCE FROM EDITH, FLED TO AMERICA, WHERE HE ENJOYED A SUCCESSFUL POLITICAL CAREER. THE RUFFLER ORGANIZED HIS STURDY BEGGARS",,,,,1,,,,,,1,
Death to all Christians in 2017. The Jews are quietly keeping track.,,,,,1,,,,,1,,
"Well, he's a hairdresser, really, but he devil worships on the side. And we booked this dumb tour 'cause, you know... he likes ghosts, corpses, dead gerbils, that kind of thing. And he ran off with this Buddhist monk. I mean, how was I supposed to know he was gay? So what about you?",,,,1,,,,,,1,,
"It was full of pigs looking for acorns. Marisa was attractive then, of course. But what I liked about her was her naivet. A naivet that bordered on... might as well say it, a naivet that bordered on stupidity. Playing like a child, she climbed an encine tree.",,,,1,,,,,,,1,
"Such great applause. And the whole theater dressed in red, white and green. And then all the torches ... And the students ... I even got some goose bumps.",,,,,1,,,,,,1,
"COME, COME, GIACOMO. LET US BE GAY. I WOULD HAVE A SONG. SONG? HAS THE CAT YOUR TONGUE?",,,,,1,,,,,,1,
"Then, what is your philosophy? Philosophy? I'm a Christian and a Democrat. That's all. But sir?",,,,,1,,,,,,1,
"IF YOU THINK IT MAY BE POISONED, WHY NOT TRY IT ON A DOG OR A PLUMBER? YES, YOUR HIGHNESS.",,,,,1,,,,,,1,
GARY : Alls I know... they just found parts of him. The rats ate the rest. Unless there's still parts of him in there.,,,,1,,,,,,1,,
"You're a disgrace! Romans can't find anyone to make crosses, except for you! You do it! You're worse than them! You're a Jew killing Jews.",,,,,1,,,,,,1,
"I went up to the Medi-Lab for a sick note, but the Doc thought I was feigning illness and didn't accept it was possible to have athlete's hand. First thing tomorrow you're on spud duty for two weeks. Now get out of my sight, both of you. Ha! Stuck?",,,,1,,,,,,1,,
"FRANKIE : I'm definitely gay. Okay, my turn! )GRUNTS) Whoa, whoa, whoa.",,,,,1,,,,,,1,
"Besides, we had to experiment a little, right? No, but I don't think we were making out, man. No, I totally remember. We were making out. It was my bisexual phase.",,,,,1,,,,,,1,
